MANDT [C(00006)]`SPRAS [C(00002)]`KVEWE [C(00002)]`KAPPL [C(00004)]`KALSM [C(00012)]`STUNR [C(00006)]`ZAEHK [C(00006)]`VTEXT [C(00060)]
400`  E`  A`  `  A61007`  200`  000`
400`  E`  A`  TX`  TAXUSJ`  300`  000`
400`  E`  A`  TX`  TAXUSJ`  400`  000`
400`  E`  A`  TX`  TAXUSJ`  410`  000`  A/P Sales Tax 1 Use
400`  E`  A`  TX`  TAXUSJ`  500`  000`
400`  E`  A`  TX`  TAXUSX`  100`  000`  Base Amount
400`  E`  A`  TX`  TAXUSX`  105`  000`  Calculated Call
400`  E`  A`  TX`  TAXUSX`  200`  000`  Shared with G/L
400`  E`  A`  TX`  TAXUSX`  210`  000`  A/P Sales Tax 1 Inv.
400`  E`  A`  TX`  TAXUSX`  220`  000`  A/P Sales Tax 2 Inv.
400`  E`  A`  TX`  TAXUSX`  230`  000`  A/P Sales Tax 3 Inv.
400`  E`  A`  TX`  TAXUSX`  240`  000`  A/P Sales Tax 4 Inv.
400`  E`  A`  TX`  TAXUSX`  250`  000`  A/P Sales Tax 5 Inv.
400`  E`  A`  TX`  TAXUSX`  260`  000`  A/P Sales Tax 6 Inv.
400`  E`  A`  TX`  TAXUSX`  300`  000`  Expensed
400`  E`  A`  TX`  TAXUSX`  310`  000`  A/P Sales Tax 1 Exp.
400`  E`  A`  TX`  TAXUSX`  320`  000`  A/P Sales Tax 2 Exp.
400`  E`  A`  TX`  TAXUSX`  330`  000`  A/P Sales Tax 3 Exp.
400`  E`  A`  TX`  TAXUSX`  340`  000`  A/P Sales Tax 4 Exp.
400`  E`  A`  TX`  TAXUSX`  350`  000`  A/P Sales Tax 5 Exp
400`  E`  A`  TX`  TAXUSX`  360`  000`  A/P Sales Tax 6 Exp
400`  E`  A`  TX`  TAXUSX`  400`  000`  Self-assessment
400`  E`  A`  TX`  TAXUSX`  410`  000`  A/P Sales Tax 1 Use
400`  E`  A`  TX`  TAXUSX`  420`  000`  A/P Sales Tax 2 Use
400`  E`  A`  TX`  TAXUSX`  430`  000`  A/P Sales Tax 3 Use
400`  E`  A`  TX`  TAXUSX`  440`  000`  A/P Sales Tax 4 Use
400`  E`  A`  TX`  TAXUSX`  450`  000`  A/P Sales Tax 5 Use
400`  E`  A`  TX`  TAXUSX`  460`  000`  A/P Sales Tax 6 Use
400`  E`  A`  TX`  TAXUSX`  500`  000`  Accrued
400`  E`  A`  TX`  TAXUSX`  510`  000`  A/R Sales Tax 1
400`  E`  A`  TX`  TAXUSX`  520`  000`  A/R Sales Tax 2
400`  E`  A`  TX`  TAXUSX`  530`  000`  A/R Sales Tax 3
400`  E`  A`  TX`  TAXUSX`  540`  000`  A/R Sales Tax 4
400`  E`  A`  TX`  TAXUSX`  550`  000`  A/R Sales Tax 5
400`  E`  A`  TX`  TAXUSX`  560`  000`  A/R Sales Tax 6
400`  E`  A`  TX`  TAXVE`  100`  000`  Base amount
400`  E`  A`  TX`  TAXVE`  110`  000`  Output tax
400`  E`  A`  TX`  TAXVE`  120`  000`  Input tax
400`  E`  A`  TX`  TAXVE`  130`  000`  Travel Expenses (%)
400`  E`  A`  TX`  TAXVE`  140`  000`  Non-deduct.Input Tax
400`  E`  A`  TX`  TAXVE`  150`  000`  Non-deduct.Input Tax
400`  E`  A`  V`  13SRCV`  100`  000`  Gross
400`  E`  A`  V`  13SRCV`  300`  000`  Discount Amount
400`  E`  A`  V`  13SRCV`  800`  000`  Net Value for Item
400`  E`  A`  V`  13SRCV`  900`  000`  Net Value Without Tax
400`  E`  A`  V`  13SRCV`  920`  000`  Final Amount
400`  E`  A`  V`  A10001`  100`  000`  Net Amount
400`  E`  A`  V`  A10001`  900`  000`  Total Amount
400`  E`  A`  V`  A10002`  100`  000`  Gross Amount
400`  E`  A`  V`  A10002`  300`  000`  Sum Surcharges/Discounts
400`  E`  A`  V`  A10002`  700`  000`  Net Amount 1
400`  E`  A`  V`  A10002`  900`  000`  Total Amount
400`  E`  A`  V`  A10002`  950`  000`  Profit Margin
400`  E`  A`  V`  A10004`  060`  000`
400`  E`  A`  V`  A10004`  800`  000`  Net Value
400`  E`  A`  V`  A10004`  849`  000`
400`  E`  A`  V`  A10004`  850`  000`
400`  E`  A`  V`  A10004`  899`  000`
400`  E`  A`  V`  A10004`  900`  000`  Total Value
400`  E`  A`  V`  A10004`  910`  000`
400`  E`  A`  V`  A10005`  105`  000`
400`  E`  A`  V`  A10005`  200`  000`
400`  E`  A`  V`  A10005`  204`  000`
400`  E`  A`  V`  A10005`  205`  000`
400`  E`  A`  V`  A10005`  399`  000`  Net Amount
400`  E`  A`  V`  A10005`  400`  000`
400`  E`  A`  V`  A10005`  499`  000`  Gross Amount
400`  E`  A`  V`  A10005`  850`  000`
400`  E`  A`  V`  A10005`  900`  000`  Effective Value
400`  E`  A`  V`  A10006`  105`  000`
400`  E`  A`  V`  A10006`  200`  000`
400`  E`  A`  V`  A10006`  201`  000`
400`  E`  A`  V`  A10006`  204`  000`
400`  E`  A`  V`  A10006`  205`  000`
400`  E`  A`  V`  A10006`  250`  000`
400`  E`  A`  V`  A10006`  399`  000`  Net Amount
400`  E`  A`  V`  A10006`  499`  000`  Gross Amount
400`  E`  A`  V`  A10006`  900`  000`  Effective Value
400`  E`  A`  V`  A10007`  105`  000`
400`  E`  A`  V`  A10007`  200`  000`
400`  E`  A`  V`  A10007`  204`  000`
400`  E`  A`  V`  A10007`  205`  000`
400`  E`  A`  V`  A10007`  399`  000`  Net Amount
400`  E`  A`  V`  A10007`  420`  000`
400`  E`  A`  V`  A10007`  499`  000`  Gross Amount
400`  E`  A`  V`  A10007`  850`  000`
400`  E`  A`  V`  A10007`  900`  000`  Effective Value
400`  E`  A`  V`  A10008`  499`  000`  Gross Amount
400`  E`  A`  V`  A10008`  900`  000`  Effective Value
400`  E`  A`  V`  A10009`  399`  000`  Net Amount
400`  E`  A`  V`  A10009`  499`  000`  Gross Amount
400`  E`  A`  V`  A10009`  900`  000`  Effective Value
400`  E`  A`  V`  A10010`  010`  000`
400`  E`  A`  V`  A10010`  020`  000`
400`  E`  A`  V`  A10010`  035`  000`
400`  E`  A`  V`  A10010`  045`  000`
400`  E`  A`  V`  A10010`  055`  000`
400`  E`  A`  V`  A10010`  065`  000`
400`  E`  A`  V`  A10010`  090`  000`
400`  E`  A`  V`  A10010`  100`  000`  Gross Value
400`  E`  A`  V`  A10010`  104`  000`
400`  E`  A`  V`  A10010`  120`  000`
400`  E`  A`  V`  A10010`  130`  000`
400`  E`  A`  V`  A10010`  140`  000`
400`  E`  A`  V`  A10010`  150`  000`
400`  E`  A`  V`  A10010`  160`  000`
400`  E`  A`  V`  A10010`  170`  000`
400`  E`  A`  V`  A10010`  180`  000`
400`  E`  A`  V`  A10010`  190`  000`
400`  E`  A`  V`  A10010`  200`  000`
400`  E`  A`  V`  A10010`  210`  000`
400`  E`  A`  V`  A10010`  220`  000`
400`  E`  A`  V`  A10010`  230`  000`
400`  E`  A`  V`  A10010`  240`  000`
400`  E`  A`  V`  A10010`  250`  000`
400`  E`  A`  V`  A10010`  399`  000`  Net Amount
400`  E`  A`  V`  A10010`  400`  000`  Sum Surcharges/Discounts
400`  E`  A`  V`  A10010`  410`  000`
400`  E`  A`  V`  A10010`  420`  000`
400`  E`  A`  V`  A10010`  499`  000`  Gross Amount
400`  E`  A`  V`  A10010`  590`  000`
400`  E`  A`  V`  A10010`  600`  000`  Net Value 1
400`  E`  A`  V`  A10010`  610`  000`
400`  E`  A`  V`  A10010`  640`  000`  Stat. Value without Freight
400`  E`  A`  V`  A10010`  650`  000`
400`  E`  A`  V`  A10010`  700`  000`  Net Value 2
400`  E`  A`  V`  A10010`  710`  000`
400`  E`  A`  V`  A10010`  711`  000`
400`  E`  A`  V`  A10010`  720`  000`
400`  E`  A`  V`  A10010`  730`  000`
400`  E`  A`  V`  A10010`  750`  000`
400`  E`  A`  V`  A10010`  799`  000`
400`  E`  A`  V`  A10010`  800`  000`  Total Value
400`  E`  A`  V`  A10010`  810`  000`
400`  E`  A`  V`  A10010`  820`  000`
400`  E`  A`  V`  A10010`  830`  000`
400`  E`  A`  V`  A10010`  850`  000`  Profit Margin
400`  E`  A`  V`  A10010`  900`  000`  Effective Value
400`  E`  A`  V`  A10011`  499`  000`  Gross Amount
400`  E`  A`  V`  A10011`  900`  000`  Effective Value
400`  E`  A`  V`  A10012`  105`  000`
400`  E`  A`  V`  A10012`  200`  000`
400`  E`  A`  V`  A10012`  204`  000`
400`  E`  A`  V`  A10012`  205`  000`
400`  E`  A`  V`  A10012`  399`  000`  Net Amount
400`  E`  A`  V`  A10012`  499`  000`  Gross Amount
400`  E`  A`  V`  A10012`  850`  000`
400`  E`  A`  V`  A10012`  900`  000`  Effective Value
400`  E`  A`  V`  A10013`  105`  000`
400`  E`  A`  V`  A10013`  200`  000`
400`  E`  A`  V`  A10013`  201`  000`
400`  E`  A`  V`  A10013`  204`  000`
400`  E`  A`  V`  A10013`  205`  000`
400`  E`  A`  V`  A10013`  250`  000`
400`  E`  A`  V`  A10013`  399`  000`  Net Amount
400`  E`  A`  V`  A10013`  499`  000`  Gross Amount
400`  E`  A`  V`  A10013`  900`  000`  Effective Value
400`  E`  A`  V`  A10014`  499`  000`  Gross Amount
400`  E`  A`  V`  A10014`  900`  000`  Effective Value
400`  E`  A`  V`  A10015`  499`  000`  Gross Amount
400`  E`  A`  V`  A10015`  900`  000`  Effective Value
400`  E`  A`  V`  A10020`  090`  000`
400`  E`  A`  V`  A10020`  100`  000`  Gross Value
400`  E`  A`  V`  A10020`  112`  000`
400`  E`  A`  V`  A10020`  113`  000`
400`  E`  A`  V`  A10020`  115`  000`
400`  E`  A`  V`  A10020`  116`  000`
400`  E`  A`  V`  A10020`  118`  000`
400`  E`  A`  V`  A10020`  400`  000`  Sum Surcharges/Discounts
400`  E`  A`  V`  A10020`  600`  000`  Net Value 1
400`  E`  A`  V`  A10020`  800`  000`  Total Value
400`  E`  A`  V`  A10020`  805`  000`  Gross Value
400`  E`  A`  V`  A10020`  928`  000`
400`  E`  A`  V`  A10021`  020`  000`
400`  E`  A`  V`  A10021`  090`  000`
400`  E`  A`  V`  A10021`  160`  000`
400`  E`  A`  V`  A10021`  220`  000`
400`  E`  A`  V`  A10021`  240`  000`
400`  E`  A`  V`  A10021`  400`  000`  Sum Surcharges/Discounts
400`  E`  A`  V`  A10021`  600`  000`  Net Value 1
400`  E`  A`  V`  A10021`  650`  000`
400`  E`  A`  V`  A10021`  700`  000`  Net Value 2
400`  E`  A`  V`  A10021`  750`  000`
400`  E`  A`  V`  A10021`  799`  000`
400`  E`  A`  V`  A10021`  800`  000`  Total Value
400`  E`  A`  V`  A10021`  820`  000`
400`  E`  A`  V`  A11001`  100`  000`  Net Amount
400`  E`  A`  V`  A11001`  900`  000`  Total Amount
400`  E`  A`  V`  A11002`  100`  000`  Gross Amount
400`  E`  A`  V`  A11002`  300`  000`  Sum Surcharges/Discounts
400`  E`  A`  V`  A11002`  700`  000`  Net Amount 1
400`  E`  A`  V`  A11002`  750`  000`  Net Amount 2
400`  E`  A`  V`  A11002`  800`  000`  Net Amount 3
400`  E`  A`  V`  A11002`  900`  000`  Total Amount
400`  E`  A`  V`  A11002`  950`  000`  Profit Margin
400`  E`  A`  V`  A11004`  060`  000`
400`  E`  A`  V`  A11004`  800`  000`  Net Value
400`  E`  A`  V`  A11004`  849`  000`
400`  E`  A`  V`  A11004`  850`  000`
400`  E`  A`  V`  A11004`  899`  000`
400`  E`  A`  V`  A11004`  900`  000`  Total Value
400`  E`  A`  V`  A11004`  910`  000`
400`  E`  A`  V`  A11005`  100`  000`
400`  E`  A`  V`  A11005`  105`  000`
400`  E`  A`  V`  A11005`  200`  000`
400`  E`  A`  V`  A11005`  204`  000`
400`  E`  A`  V`  A11005`  205`  000`
400`  E`  A`  V`  A11005`  300`  000`
400`  E`  A`  V`  A11005`  399`  000`  Net Amount
400`  E`  A`  V`  A11005`  400`  000`
400`  E`  A`  V`  A11005`  499`  000`  Gross Amount
400`  E`  A`  V`  A11005`  800`  000`
400`  E`  A`  V`  A11005`  850`  000`
400`  E`  A`  V`  A11005`  900`  000`  Effective Value
400`  E`  A`  V`  A11006`  100`  000`
400`  E`  A`  V`  A11006`  105`  000`
400`  E`  A`  V`  A11006`  200`  000`
400`  E`  A`  V`  A11006`  201`  000`
400`  E`  A`  V`  A11006`  204`  000`
400`  E`  A`  V`  A11006`  205`  000`
400`  E`  A`  V`  A11006`  250`  000`
400`  E`  A`  V`  A11006`  300`  000`
400`  E`  A`  V`  A11006`  350`  000`
400`  E`  A`  V`  A11006`  399`  000`  Net Amount
400`  E`  A`  V`  A11006`  499`  000`  Gross Amount
400`  E`  A`  V`  A11006`  900`  000`  Effective Value
400`  E`  A`  V`  A11007`  100`  000`
400`  E`  A`  V`  A11007`  105`  000`
400`  E`  A`  V`  A11007`  200`  000`
400`  E`  A`  V`  A11007`  204`  000`
400`  E`  A`  V`  A11007`  205`  000`
400`  E`  A`  V`  A11007`  300`  000`
400`  E`  A`  V`  A11007`  399`  000`  Net Amount
400`  E`  A`  V`  A11007`  400`  000`
400`  E`  A`  V`  A11007`  401`  000`
400`  E`  A`  V`  A11007`  420`  000`
400`  E`  A`  V`  A11007`  499`  000`  Gross Amount
400`  E`  A`  V`  A11007`  800`  000`
400`  E`  A`  V`  A11007`  850`  000`
400`  E`  A`  V`  A11007`  900`  000`  Effective Value
400`  E`  A`  V`  A11010`  010`  000`
400`  E`  A`  V`  A11010`  020`  000`
400`  E`  A`  V`  A11010`  035`  000`
400`  E`  A`  V`  A11010`  045`  000`
400`  E`  A`  V`  A11010`  055`  000`
400`  E`  A`  V`  A11010`  065`  000`
400`  E`  A`  V`  A11010`  090`  000`
400`  E`  A`  V`  A11010`  100`  000`  Gross Value
400`  E`  A`  V`  A11010`  104`  000`
400`  E`  A`  V`  A11010`  120`  000`
400`  E`  A`  V`  A11010`  130`  000`
400`  E`  A`  V`  A11010`  140`  000`
400`  E`  A`  V`  A11010`  150`  000`
400`  E`  A`  V`  A11010`  160`  000`
400`  E`  A`  V`  A11010`  170`  000`
400`  E`  A`  V`  A11010`  180`  000`
400`  E`  A`  V`  A11010`  190`  000`
400`  E`  A`  V`  A11010`  200`  000`
400`  E`  A`  V`  A11010`  210`  000`
400`  E`  A`  V`  A11010`  220`  000`
400`  E`  A`  V`  A11010`  230`  000`
400`  E`  A`  V`  A11010`  240`  000`
400`  E`  A`  V`  A11010`  250`  000`
400`  E`  A`  V`  A11010`  400`  000`  Sum Surcharges/Discounts
400`  E`  A`  V`  A11010`  410`  000`
400`  E`  A`  V`  A11010`  420`  000`
400`  E`  A`  V`  A11010`  590`  000`
400`  E`  A`  V`  A11010`  600`  000`  Net Value 1
400`  E`  A`  V`  A11010`  610`  000`
400`  E`  A`  V`  A11010`  640`  000`  Stat. Value without Freight
400`  E`  A`  V`  A11010`  650`  000`
400`  E`  A`  V`  A11010`  700`  000`  Net Value 2
400`  E`  A`  V`  A11010`  710`  000`
400`  E`  A`  V`  A11010`  711`  000`
400`  E`  A`  V`  A11010`  720`  000`
400`  E`  A`  V`  A11010`  730`  000`
400`  E`  A`  V`  A11010`  750`  000`
400`  E`  A`  V`  A11010`  799`  000`
400`  E`  A`  V`  A11010`  800`  000`  Total Value
400`  E`  A`  V`  A11010`  810`  000`
400`  E`  A`  V`  A11010`  820`  000`
400`  E`  A`  V`  A11010`  830`  000`
400`  E`  A`  V`  A11010`  850`  000`  Profit Margin
400`  E`  A`  V`  A11012`  100`  000`
400`  E`  A`  V`  A11012`  105`  000`
400`  E`  A`  V`  A11012`  200`  000`
400`  E`  A`  V`  A11012`  204`  000`
400`  E`  A`  V`  A11012`  205`  000`
400`  E`  A`  V`  A11012`  300`  000`
400`  E`  A`  V`  A11012`  399`  000`  Net Amount
400`  E`  A`  V`  A11012`  400`  000`
400`  E`  A`  V`  A11012`  410`  000`
400`  E`  A`  V`  A11012`  420`  000`
400`  E`  A`  V`  A11012`  430`  000`
400`  E`  A`  V`  A11012`  440`  000`
400`  E`  A`  V`  A11012`  450`  000`
400`  E`  A`  V`  A11012`  460`  000`
400`  E`  A`  V`  A11012`  499`  000`  Gross Amount
400`  E`  A`  V`  A11012`  800`  000`
400`  E`  A`  V`  A11012`  850`  000`
400`  E`  A`  V`  A11012`  900`  000`  Effective Value
400`  E`  A`  V`  A11013`  100`  000`
400`  E`  A`  V`  A11013`  105`  000`
400`  E`  A`  V`  A11013`  200`  000`
400`  E`  A`  V`  A11013`  201`  000`
400`  E`  A`  V`  A11013`  204`  000`
400`  E`  A`  V`  A11013`  205`  000`
400`  E`  A`  V`  A11013`  250`  000`
400`  E`  A`  V`  A11013`  300`  000`
400`  E`  A`  V`  A11013`  350`  000`
400`  E`  A`  V`  A11013`  399`  000`  Net Amount
400`  E`  A`  V`  A11013`  499`  000`  Gross Amount
400`  E`  A`  V`  A11013`  900`  000`  Effective Value
400`  E`  A`  V`  A11021`  020`  000`
400`  E`  A`  V`  A11021`  090`  000`
400`  E`  A`  V`  A11021`  160`  000`
400`  E`  A`  V`  A11021`  220`  000`
400`  E`  A`  V`  A11021`  240`  000`
400`  E`  A`  V`  A11021`  400`  000`  Sum Surcharges/Discounts
400`  E`  A`  V`  A11021`  600`  000`  Net Value 1
400`  E`  A`  V`  A11021`  650`  000`
400`  E`  A`  V`  A11021`  700`  000`  Net Value 2
400`  E`  A`  V`  A11021`  750`  000`
400`  E`  A`  V`  A11021`  799`  000`
400`  E`  A`  V`  A11021`  800`  000`  Total Value
400`  E`  A`  V`  A11021`  820`  000`
400`  E`  A`  V`  A12002`  010`  000`
400`  E`  A`  V`  A12002`  020`  000`
400`  E`  A`  V`  A12002`  060`  000`
400`  E`  A`  V`  A12002`  100`  000`  Gross Amount
400`  E`  A`  V`  A12002`  120`  000`
400`  E`  A`  V`  A12002`  130`  000`
400`  E`  A`  V`  A12002`  140`  000`
400`  E`  A`  V`  A12002`  150`  000`
400`  E`  A`  V`  A12002`  160`  000`
400`  E`  A`  V`  A12002`  170`  000`
400`  E`  A`  V`  A12002`  180`  000`
400`  E`  A`  V`  A12002`  190`  000`
400`  E`  A`  V`  A12002`  200`  000`
400`  E`  A`  V`  A12002`  210`  000`
400`  E`  A`  V`  A12002`  220`  000`
400`  E`  A`  V`  A12002`  230`  000`
400`  E`  A`  V`  A12002`  240`  000`
400`  E`  A`  V`  A12002`  300`  000`  Sum Surcharges/Discounts
400`  E`  A`  V`  A12002`  310`  000`
400`  E`  A`  V`  A12002`  700`  000`  Net Amount 1
400`  E`  A`  V`  A12002`  850`  000`
400`  E`  A`  V`  A12002`  899`  000`
400`  E`  A`  V`  A12002`  900`  000`  Total Amount
400`  E`  A`  V`  A12002`  910`  000`
400`  E`  A`  V`  A12002`  915`  000`
400`  E`  A`  V`  A12002`  930`  000`
400`  E`  A`  V`  A12002`  950`  000`  Profit Margin
400`  E`  A`  V`  A12004`  060`  000`
400`  E`  A`  V`  A12004`  800`  000`  Net Value
400`  E`  A`  V`  A12004`  849`  000`
400`  E`  A`  V`  A12004`  850`  000`
400`  E`  A`  V`  A12004`  899`  000`
400`  E`  A`  V`  A12004`  900`  000`  Total Value
400`  E`  A`  V`  A12004`  910`  000`
400`  E`  A`  V`  A12005`  100`  000`
400`  E`  A`  V`  A12005`  105`  000`
400`  E`  A`  V`  A12005`  200`  000`
400`  E`  A`  V`  A12005`  204`  000`
400`  E`  A`  V`  A12005`  205`  000`
400`  E`  A`  V`  A12005`  300`  000`
400`  E`  A`  V`  A12005`  399`  000`  Net Amount
400`  E`  A`  V`  A12005`  400`  000`
400`  E`  A`  V`  A12005`  499`  000`  Gross Amount
400`  E`  A`  V`  A12005`  800`  000`
400`  E`  A`  V`  A12005`  850`  000`
400`  E`  A`  V`  A12005`  900`  000`  Effective Value
400`  E`  A`  V`  A12006`  100`  000`
400`  E`  A`  V`  A12006`  105`  000`
400`  E`  A`  V`  A12006`  200`  000`
400`  E`  A`  V`  A12006`  201`  000`
400`  E`  A`  V`  A12006`  204`  000`
400`  E`  A`  V`  A12006`  205`  000`
400`  E`  A`  V`  A12006`  250`  000`
400`  E`  A`  V`  A12006`  300`  000`
400`  E`  A`  V`  A12006`  350`  000`
400`  E`  A`  V`  A12006`  399`  000`  Net Amount
400`  E`  A`  V`  A12006`  499`  000`  Gross Amount
400`  E`  A`  V`  A12006`  900`  000`  Effective Value
400`  E`  A`  V`  A12007`  100`  000`
400`  E`  A`  V`  A12007`  105`  000`
400`  E`  A`  V`  A12007`  200`  000`
400`  E`  A`  V`  A12007`  204`  000`
400`  E`  A`  V`  A12007`  205`  000`
400`  E`  A`  V`  A12007`  300`  000`
400`  E`  A`  V`  A12007`  399`  000`  Net Amount
400`  E`  A`  V`  A12007`  401`  000`
400`  E`  A`  V`  A12007`  420`  000`
400`  E`  A`  V`  A12007`  499`  000`  Gross Amount
400`  E`  A`  V`  A12007`  800`  000`
400`  E`  A`  V`  A12007`  850`  000`
400`  E`  A`  V`  A12007`  900`  000`  Effective Value
400`  E`  A`  V`  A12010`  010`  000`
400`  E`  A`  V`  A12010`  020`  000`
400`  E`  A`  V`  A12010`  035`  000`
400`  E`  A`  V`  A12010`  045`  000`
400`  E`  A`  V`  A12010`  055`  000`
400`  E`  A`  V`  A12010`  065`  000`
400`  E`  A`  V`  A12010`  090`  000`
400`  E`  A`  V`  A12010`  100`  000`  Gross Value
400`  E`  A`  V`  A12010`  104`  000`
400`  E`  A`  V`  A12010`  120`  000`
400`  E`  A`  V`  A12010`  130`  000`
400`  E`  A`  V`  A12010`  140`  000`
400`  E`  A`  V`  A12010`  150`  000`
400`  E`  A`  V`  A12010`  160`  000`
400`  E`  A`  V`  A12010`  170`  000`
400`  E`  A`  V`  A12010`  180`  000`
400`  E`  A`  V`  A12010`  190`  000`
400`  E`  A`  V`  A12010`  200`  000`
400`  E`  A`  V`  A12010`  210`  000`
400`  E`  A`  V`  A12010`  220`  000`
400`  E`  A`  V`  A12010`  230`  000`
400`  E`  A`  V`  A12010`  240`  000`
400`  E`  A`  V`  A12010`  250`  000`
400`  E`  A`  V`  A12010`  400`  000`  Sum Surcharges/Discounts
400`  E`  A`  V`  A12010`  410`  000`
400`  E`  A`  V`  A12010`  420`  000`
400`  E`  A`  V`  A12010`  590`  000`
400`  E`  A`  V`  A12010`  600`  000`  Net Value 1
400`  E`  A`  V`  A12010`  610`  000`
400`  E`  A`  V`  A12010`  640`  000`  Stat. Value without Freight
400`  E`  A`  V`  A12010`  650`  000`
400`  E`  A`  V`  A12010`  700`  000`  Net Value 2
400`  E`  A`  V`  A12010`  710`  000`
400`  E`  A`  V`  A12010`  711`  000`
400`  E`  A`  V`  A12010`  720`  000`
400`  E`  A`  V`  A12010`  730`  000`
400`  E`  A`  V`  A12010`  750`  000`
400`  E`  A`  V`  A12010`  799`  000`
400`  E`  A`  V`  A12010`  800`  000`  Total Value
400`  E`  A`  V`  A12010`  810`  000`
400`  E`  A`  V`  A12010`  820`  000`
400`  E`  A`  V`  A12010`  830`  000`
400`  E`  A`  V`  A12010`  850`  000`  Profit Margin
400`  E`  A`  V`  A12021`  020`  000`
400`  E`  A`  V`  A12021`  090`  000`
400`  E`  A`  V`  A12021`  160`  000`
400`  E`  A`  V`  A12021`  220`  000`
400`  E`  A`  V`  A12021`  240`  000`
400`  E`  A`  V`  A12021`  400`  000`  Sum Surcharges/Discounts
400`  E`  A`  V`  A12021`  600`  000`  Net Value 1
400`  E`  A`  V`  A12021`  650`  000`
400`  E`  A`  V`  A12021`  700`  000`  Net Value 2
400`  E`  A`  V`  A12021`  750`  000`
400`  E`  A`  V`  A12021`  799`  000`
400`  E`  A`  V`  A12021`  800`  000`  Total Value
400`  E`  A`  V`  A12021`  820`  000`
400`  E`  A`  V`  A13002`  010`  000`
400`  E`  A`  V`  A13002`  020`  000`
400`  E`  A`  V`  A13002`  060`  000`
400`  E`  A`  V`  A13002`  100`  000`  Gross Amount
400`  E`  A`  V`  A13002`  120`  000`
400`  E`  A`  V`  A13002`  130`  000`
400`  E`  A`  V`  A13002`  140`  000`
400`  E`  A`  V`  A13002`  150`  000`
400`  E`  A`  V`  A13002`  160`  000`
400`  E`  A`  V`  A13002`  170`  000`
400`  E`  A`  V`  A13002`  180`  000`
400`  E`  A`  V`  A13002`  190`  000`
400`  E`  A`  V`  A13002`  200`  000`
400`  E`  A`  V`  A13002`  210`  000`
400`  E`  A`  V`  A13002`  220`  000`
400`  E`  A`  V`  A13002`  230`  000`
400`  E`  A`  V`  A13002`  240`  000`
400`  E`  A`  V`  A13002`  300`  000`  Sum Surcharges/Discounts
400`  E`  A`  V`  A13002`  310`  000`
400`  E`  A`  V`  A13002`  700`  000`  Net Amount 1
400`  E`  A`  V`  A13002`  850`  000`
400`  E`  A`  V`  A13002`  899`  000`
400`  E`  A`  V`  A13002`  900`  000`  Total Amount
400`  E`  A`  V`  A13002`  910`  000`
400`  E`  A`  V`  A13002`  930`  000`
400`  E`  A`  V`  A13002`  950`  000`  Profit Margin
400`  E`  A`  V`  A13004`  060`  000`
400`  E`  A`  V`  A13004`  800`  000`  Net Value
400`  E`  A`  V`  A13004`  849`  000`
400`  E`  A`  V`  A13004`  850`  000`
400`  E`  A`  V`  A13004`  899`  000`
400`  E`  A`  V`  A13004`  900`  000`  Total Value
400`  E`  A`  V`  A13004`  910`  000`
400`  E`  A`  V`  A13005`  100`  000`
400`  E`  A`  V`  A13005`  200`  000`
400`  E`  A`  V`  A13005`  300`  000`
400`  E`  A`  V`  A13005`  399`  000`  Net Amount
400`  E`  A`  V`  A13005`  400`  000`
400`  E`  A`  V`  A13005`  499`  000`  Gross Amount
400`  E`  A`  V`  A13005`  800`  000`
400`  E`  A`  V`  A13005`  850`  000`
400`  E`  A`  V`  A13005`  900`  000`  Effective Value
400`  E`  A`  V`  A13006`  100`  000`
400`  E`  A`  V`  A13006`  200`  000`
400`  E`  A`  V`  A13006`  201`  000`
400`  E`  A`  V`  A13006`  250`  000`
400`  E`  A`  V`  A13006`  300`  000`
400`  E`  A`  V`  A13006`  350`  000`
400`  E`  A`  V`  A13006`  399`  000`  Net Amount
400`  E`  A`  V`  A13006`  499`  000`  Gross Amount
400`  E`  A`  V`  A13006`  900`  000`  Effective Value
400`  E`  A`  V`  A13007`  100`  000`
400`  E`  A`  V`  A13007`  200`  000`
400`  E`  A`  V`  A13007`  300`  000`
400`  E`  A`  V`  A13007`  399`  000`  Net Amount
400`  E`  A`  V`  A13007`  400`  000`
400`  E`  A`  V`  A13007`  420`  000`
400`  E`  A`  V`  A13007`  499`  000`  Gross Amount
400`  E`  A`  V`  A13007`  800`  000`
400`  E`  A`  V`  A13007`  850`  000`
400`  E`  A`  V`  A13007`  900`  000`  Effective Value
400`  E`  A`  V`  A13010`  010`  000`
400`  E`  A`  V`  A13010`  020`  000`
400`  E`  A`  V`  A13010`  035`  000`
400`  E`  A`  V`  A13010`  045`  000`
400`  E`  A`  V`  A13010`  055`  000`
400`  E`  A`  V`  A13010`  065`  000`
400`  E`  A`  V`  A13010`  090`  000`
400`  E`  A`  V`  A13010`  100`  000`  Gross Value
400`  E`  A`  V`  A13010`  104`  000`
400`  E`  A`  V`  A13010`  120`  000`
400`  E`  A`  V`  A13010`  130`  000`
400`  E`  A`  V`  A13010`  140`  000`
400`  E`  A`  V`  A13010`  150`  000`
400`  E`  A`  V`  A13010`  160`  000`
400`  E`  A`  V`  A13010`  170`  000`
400`  E`  A`  V`  A13010`  180`  000`
400`  E`  A`  V`  A13010`  190`  000`
400`  E`  A`  V`  A13010`  200`  000`
400`  E`  A`  V`  A13010`  210`  000`
